0,-0.31,-1.11,-0.03
1,-0.31,-1.11,-0.05
2,-0.33,-1.11,-0.03
3,-0.31,-1.11,-0.03
4,-0.31,-1.11,-0.03
5,-0.31,-1.11,-0.03
6,-0.31,-1.11,-0.03
7,-0.31,-1.11,-0.03
8,-0.31,-1.11,-0.03
9,-0.31,-1.11,-0.03
10,-0.31,-1.11,-0.03
11,-0.31,-1.11,-0.03
12,-0.31,-1.11,-0.03
13,-0.31,-1.11,-0.02
14,-0.31,-1.11,-0.02
15,-0.31,-1.11,-0.03
16,-0.31,-1.13,-0.03
17,-0.31,-1.13,-0.03
18,-0.31,-1.11,-0.03
19,-0.31,-1.11,-0.03
20,-0.31,-1.11,-0.03
21,-0.31,-1.11,-0.03
22,-0.31,-1.11,-0.03
23,-0.31,-1.11,-0.03
24,-0.31,-1.11,-0.03
25,-0.31,-1.11,-0.03
26,-0.31,-1.11,-0.03
27,-0.31,-1.11,-0.03
28,-0.31,-1.11,-0.03
29,-0.31,-1.11,-0.03
30,-0.31,-1.13,-0.03
31,-0.31,-1.13,-0.03
32,-0.31,-1.11,-0.03
33,-0.31,-1.11,-0.03
34,-0.31,-1.11,-0.03
35,-0.31,-1.11,-0.03
36,-0.31,-1.11,-0.03
37,-0.31,-1.11,-0.03
38,-0.33,-1.13,-0.03
39,-0.33,-1.11,-0.03
40,-0.31,-1.11,-0.03
41,-0.31,-1.11,-0.03
42,-0.31,-1.11,-0.03
43,-0.33,-1.11,-0.03
44,-0.31,-1.11,-0.03
45,-0.31,-1.13,-0.03
46,-0.31,-1.11,-0.03
47,-0.31,-1.11,-0.03
48,-0.31,-1.11,-0.03
49,-0.31,-1.11,-0.03
50,-0.31,-1.11,-0.03
51,-0.31,-1.11,-0.03
52,-0.31,-1.13,-0.05
53,-0.31,-1.11,-0.03
54,-0.31,-1.11,-0.03
55,-0.31,-1.11,-0.03
56,-0.31,-1.11,-0.03
57,-0.31,-1.11,-0.03
58,-0.31,-1.11,-0.03
59,-0.33,-1.11,-0.05
60,-0.31,-1.11,-0.03
61,-0.31,-1.11,-0.03
62,-0.31,-1.11,-0.03
63,-0.31,-1.11,-0.03
64,-0.31,-1.13,-0.03
65,-0.31,-1.11,-0.05
66,-0.31,-1.13,-0.05
67,-0.31,-1.11,-0.03
68,-0.31,-1.11,-0.03
69,-0.31,-1.11,-0.03
70,-0.31,-1.11,-0.03
71,-0.31,-1.11,-0.03
72,-0.33,-1.11,-0.03
73,-0.33,-1.13,-0.03
74,-0.31,-1.11,-0.03
75,-0.31,-1.11,-0.03
76,-0.31,-1.11,-0.03
77,-0.31,-1.11,-0.03
78,-0.31,-1.11,-0.03
79,-0.31,-1.13,-0.03
80,-0.31,-1.13,-0.03
81,-0.31,-1.11,-0.03
82,-0.31,-1.11,-0.03
83,-0.31,-1.11,-0.03
84,-0.31,-1.11,-0.03
85,-0.31,-1.11,-0.03
86,-0.31,-1.13,-0.03
87,-0.31,-1.13,-0.03
88,-0.31,-1.13,-0.03
89,-0.31,-1.11,-0.03
90,-0.31,-1.11,-0.03
91,-0.31,-1.11,-0.03
92,-0.31,-1.11,-0.03
93,-0.31,-1.13,-0.03
94,-0.33,-1.11,-0.03
95,-0.31,-1.11,-0.03
96,-0.31,-1.11,-0.03
97,-0.31,-1.11,-0.02
98,-0.31,-1.11,-0.03
99,-0.31,-1.11,-0.03
100,-0.31,-1.13,-0.03
101,-0.31,-1.11,-0.03
102,-0.31,-1.11,-0.03
103,-0.31,-1.11,-0.03
104,-0.31,-1.11,-0.03
105,-0.31,-1.11,-0.03
106,-0.31,-1.11,-0.03
107,-0.31,-1.13,-0.03
108,-0.31,-1.11,-0.03
